Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Job Link 
Retail Store Manager - Electronics,TechMart,"Giza, Egypt",1 month ago,Shift Based,Manager · 6 - 10 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail· Sales· Sales Skills· Sales Target· Retail· Telesales· Operation· Visual Merchandising,
Call Center Agent,Royal Lab,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Customer Service/Support· Call Center· Customer Service· Customer Care· Customer Support,
Senior Backend Engineer - Java,WorkMotion,"Maadi, Cairo, Egypt",1 month ago,Full Time - Work From Home,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· engineer· Java· Spring· Spring Boot· Software engineer· Software Development· Back-End Development,
Deputy Purchasing Manager,Rady Trans,"Ameria, Alexandria, Egypt",1 month ago,Full Time,Manager · 7 - 10 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement· Computer Skills· Purchasing· ERP· Logistics· Management· Planning· Procurement,
Senior Telesales Specialist,Nagwa,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Customer Service/Support · Sales/Retail· Sales· Business Development· Telesales· Telemarketing· Telecommunication· B2B Sales· Educational Technology· Call Center,
Account Manager,classera,"Cairo, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · Customer Service/Support · Sales/Retail· account manager· Communication· Customer Service· Sales· Communication skills· Agency· Sales Target· sales skills,
IT Manager,Confidential,"Shorouk City, Cairo, Egypt",1 month ago,Full Time,Manager · 11 - 13 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Computer Engineering· Computer Science· Engineering· Information Technology (IT)· IT· Management· Software Development· Software,
Receptionist,Royal Lab,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Medical/Healthcare· Administration· Medical· Microsoft Office· Office Management· Business Administration,
Production Manager - Dried Herbs & Flowers,Bio Garden Egypt,"Wosta, Beni Suef, Egypt",1 month ago,Full Time,Manager · 10 - 15 Yrs of Exp · Operations/Management · Manufacturing/Production · Engineering - Other· Production· Herbs· Engineering· English· Flowers· Agriculture· Agricultural Engineering,
Finance Manager,Confidential,"Shorouk City, Cairo, Egypt",1 month ago,Full Time,Manager · 10 - 15 Yrs of Exp · Accounting/Finance · Operations/Management· CMA· Commerce· Finance· finance manager· Financial Management· Management· Accounting· Financial Accounting,
Retail Warehouse Manager (Pharmacist),Ibn Sina Pharma,"Mohandessin, Giza, Egypt",1 month ago,Full Time,Manager · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Pharmaceutical· Logistics· MS Office· Pharmaceutical· Pharmaceutical Sciences· Warehouse· supply chain management· Warehousing,
BIM Architect,"THE Architects, Planners & Civil Engineers Consultancy Firm","Mohandessin, Giza, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art· BIM· BIM Architect· Architecture· Engineering· Revit· Microsoft Office· AutoCAD· Autodesk Revit,
Ruby Developer,Generation Y,"Cairo, Egypt",1 month ago,Freelance / Project - Work From Home,Experienced · 3+ Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology· Ruby· Ruby on Rails· JavaScript· Git· HTML· CSS· HTML5,
Principal Engineer,Generation Y,"Cairo, Egypt",1 month ago,Freelance / Project - Work From Home,Experienced · 4 - 8 Yrs of Exp · R&D/Science · IT/Software Development · Engineering - Telecom/Technology· Ruby· Ruby on Rails· VueJS· ES6· MySQL· Elasticsearch· Redis,
Advertising Account Executive - Heliopolis,Keep In Touch Advertising Company,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · females_only · Marketing/PR/Advertising · Sales/Retail· Advertising· Account Management· Sales· Sales Skills· Business Deveopement· Sales Target· English· Business Development,
Trading & Distribution Delivery & Collection Manager-Cairo,El Ahlyia Trading and Distribution,"Sheraton, Cairo, Egypt",1 month ago,Full Time,Manager · 7 - 10 Yrs of Exp · males_only · Administration · Logistics/Supply Chain · Operations/Management· Distribution· Logistics· Sales,
BI Developer,Ghassan Ahmed Alsulaiman for Electronic Services,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Computer Science· SQL· BI· XML· C#· MS SQL· javaScript,
D365 Supply Chain Consultant,Ghassan Ahmed Alsulaiman for Electronic Services,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Logistics/Supply Chain · Engineering - Telecom/Technology· Information Technology (IT)· D365· Dynamics 365· MS Power Platform· CDS· Business Process Analysis· Data Management,
Real Estate Sales Agent,Confidential,"Zamalek, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Sales/Retail· Marketing· Sales· Real Estate· Sales Target· sales skills· English,
Senior Power BI Developer,Ghassan Ahmed Alsulaiman for Electronic Services,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· BI· Data· IT· OBIEE· ETL· Data Warehouse· Data Modeling,
Real Estate Sales Specialist - Alexandria,MENA For Contracting & Trading,"Alexandria, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Sales/Retail· Communication skills· MS Office· Communication· CRM· English· Negotiation· Sales· Real Estate· sales skills,
Senior.PHP Laravel Developer - Saudi Arabia,Alexandria For Programming,"Riyadh, Saudi Arabia",1 month ago,Full Time,Experienced · 3 - 14 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Computer Engineering· APIs· Computer Science· English· Frameworks· Information Technology (IT)· Laravel,
Information Security Manager,Ghassan Ahmed Alsulaiman for Electronic Services,"Cairo, Egypt",1 month ago,Full Time,Manager · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Computer Science· Information Systems· GDPR· CISSP· CISM· CISA· CRESK,
Production Engineer,Oriental Weavers,"10th of Ramadan City, Sharqia, Egypt",1 month ago,Full Time,Entry Level · 0 - 5 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical· Mechanical Engineering· Production· GUC· AUC· BUE· English· Mechanical· Engineer,
Microsoft Dynamics 365 CRM Developer,Ghassan Ahmed Alsulaiman for Electronic Services,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· CRM· Information Technology (IT)· Application· Projects· Development· Computer Science· Computer Engineering· Software Development,
Junior Real Estate Sales Specialist - Alexandria,MENA For Contracting & Trading,"Alexandria, Egypt",1 month ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Sales/Retail· Communication· Communication skills· Real Estate· Negotiation· sales skills· Sales· Sales Target· Selling· Skills,
Mechanical Modeling And Design Engineer,Shift EV,"6th of October, Giza, Egypt",1 month ago,Full Time,Experienced · 2 - 5 Yrs of Exp · Engineering - Mechanical/Electrical· Mechanical· Engineering· Mechanical engineer· Design· Mechanical Engineering· Modeling,
Senior Social Media Specialist,L'azurde for Jewelry,"Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing· Communication· E-Marketing· Brand Awareness· Marketing· SEO· Social Media· Media Buying· Digital Marketing,
Construction Site Manager,S G D,"Mohandessin, Giza, Egypt",1 month ago,Full Time,Manager · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management· Construction Management· Civil Engineering· Project Management· Site Engineering· Communication· Construction· Engineering· Management,
Sales Account Manager,UnitLabs,"Dokki, Giza, Egypt",1 month ago,Full Time - Work From Home,Experienced · 3 - 5 Yrs of Exp · Customer Service/Support · Sales/Retail· CRM Software· Customer Service· sales skills· Sales· Communication skills· Software· CRM· Customer,
Admin Assistant,Power Solutions,"6th of October, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · females_only · Administration· Administration· Admin Assistant· Microsoft Office· Office Management· Admin Work· Personal Assistant· Secretary· English· Communication Skills,
Office Coordinator,Nile University,"Sheikh Zayed, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Administration· Business Administration· Administration· Communication skills· Education· English· Office management· Communication· Management· Microsoft Office,
Battery Electrical Design Engineer,Shift EV,"6th of October, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Engineering - Mechanical/Electrical· Electrical Engineering· AutoCAD· Electrical· Engineering· Renewable Energy· Design,
Treasury Manager,Confidential,"10th of Ramadan City, Sharqia, Egypt",1 month ago,Full Time,Manager · 10+ Yrs of Exp · Accounting/Finance · Banking· Financial Analysis· Treasury· CPA· Cash Management· Banking· CMA· Accounting· Finance,
Financial Controller,Confidential,"Abu Rawash, Giza, Egypt",1 month ago,Full Time,Experienced · 7 - 10 Yrs of Exp · Accounting/Finance · Banking· Finance· Accounting· Tax Law· business· Financial Management· Tax· Financial Analysis· Communication skills,
Sales Account Manager,Interact Technology Solutions,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 4 Yrs of Exp · Customer Service/Support · Sales/Retail· Printing Solutions· Sales· Sales Skills· Sales Target· Account Management· Information Technology (IT)· Printing Supplies· Microsoft Office,
Quality Assurance Manager,Rady Trans,"Ameria, Alexandria, Egypt",1 month ago,Full Time,Manager · 10+ Yrs of Exp · Business Development · Operations/Management · Quality· Quality Assurance· quality· Skills· Quality Control· QA· QC· Quality Management,
Financial Manager,ELSEWEDY ELECTRIC,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Manager · 1 - 20 Yrs of Exp · Accounting/Finance· Financial Manager· Financial Management,
HSE Supervisor,Energya Cables,"Cairo, Egypt",1 month ago,Full Time,Experienced · 4 - 8 Yrs of Exp · Engineering - Other· Engineering· Nebosh· HSE· Safety,
Office Manager,HNTS for Exports,"Sheikh Zayed, Giza, Egypt",1 month ago,Full Time,Experienced · 3 - 7 Yrs of Exp · females_only · Administration· Administration· Microsoft Office· computer· Office management· Problem Solving· Secretary· Communication· MS,
Team Leader - GoCozmo - Mohandessien-Giza,Air Arabia,"Mohandessin, Giza, Egypt",1 month ago,Full Time,Manager · 4+ Yrs of Exp · Customer Service/Support · Tourism/Travel· Management· Contact Center· Sales Target· Sales· English· Communication skills· Communication· Microsoft Office,
Financial Costing Manager (Exp. Contracting field),AlGammal Contracting,"Haram, Giza, Egypt",1 month ago,Full Time,Manager · 10+ Yrs of Exp · Accounting/Finance · Engineering - Construction/Civil/Architecture · Project/Program Management· Accounting· Communication skills· Contracting· Finance· Financial Analysis· Financial Management· Time Management,
PR & Social Media Specialist,Reach,"Cairo, Egypt",1 month ago,Part Time - Work From Home,Entry Level · 1 - 4 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing· Communication skills· Content· Social Media· SEO· Marketing· E-Marketing· Digital· Writing,
Senior Business Analyst,UnitLabs,"Dokki, Giza, Egypt",1 month ago,Full Time - Work From Home,Experienced · 5 - 8 Yrs of Exp · Analyst/Research· Business Analysis· Analysis· analytical· business· Communication· Computer Science· Software Development· System Analysis· Software,
Accountant,EDECO,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Entry Level · 0 - 1 Yrs of Exp · Accounting/Finance· accountant· Accounting,
Financial Auditor,Monginis Food Industries & Services,"Abu Rawash, Giza, Egypt",1 month ago,Full Time,Experienced · 5 - 7 Yrs of Exp · Accounting/Finance · Operations/Management · Quality· Auditing· Financial Auditor· Financial· Financial Analysis· FMCG· Accounting· Internal auditor,
Senior Accountant,SiVision,"Sheraton, Cairo, Egypt",1 month ago,Full Time,Experienced · 5+ Yrs of Exp · Accounting/Finance· Accounting· Analysis· Communication· excel· Finance· Financial· Financial Analysis· Financial Management· Management,
Accountant,Deutschland Technology Limited,"Obour City, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1+ Yrs of Exp · Accounting/Finance· Accounting· Finance· Financial Analysis· Financial Management· General Ledger· excel· MS Office· Ledger· MS,
Business Operations Manager,Confidential,"Jeddah, Saudi Arabia",1 month ago,Full Time,Manager · 5 - 9 Yrs of Exp · Business Development · Operations/Management · Sales/Retail· Business Administration· business· Communication· Engineering· Finance· Leadership· Management,
Photographer/Editor - French/English Speaker,Groupe Oasis Scolaire,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · Creative/Design/Art · Other· Adobe Photoshop· Editing· Photography· Adobe Premiere· Editor· Creative· Design,
Department Coordinator,ElMehy Engineering Company,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 3 Yrs of Exp · Administration · Customer Service/Support· Science· Engineering· Admin· Customer Care· Administration,
Communication Parents Responsible - French/English Speaker,Groupe Oasis Scolaire,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising· Communication· Parents Relations· Customer Service· Customer Care· English· French,
Security Manager,Arma Foods,"10th of Ramadan City, Sharqia, Egypt",1 month ago,Full Time,Manager · 10 - 15 Yrs of Exp · Administration· Police· Military· Security· Leadership· computer· Computer Skills,
Mechanical Maintenance Engineer,Groupe Atlantic,"10th of Ramadan City, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical· Mechanical Engineering· Maintenance· Engineering· Electrical Engineering· Management· Mechanical· Equipment· Industrial,
Assistant Of University Counselor - French/English Speaker,Groupe Oasis Scolaire,"Maadi, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1+ Yrs of Exp · Administration · Education/Teaching · Training/Instructor· College Counseling· Administration· Teaching· Students· English Teacher· French Teacher· Academic,
Positive Discipline Assistant - French Speaker,Groupe Oasis Scolaire,"Maadi, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1+ Yrs of Exp · Administration · Education/Teaching· Education· Administration· Event· Secretary· Positive Discipline· Microsoft Excel· Training· Admin,
Marketing Manager/ Digital Marketing,Clinica Joelle,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Manager · 8+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing· Digital Marketing· Marketing· E-Marketing· Social Media· SEO· Google Adwords· Digital· English,
Accountant,Clinica Joelle,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance· Accounting· Finance· Financial Management· MS Office· Data Entry· Accounting Software· Financial Analysis,
Store Manager - Fashion Retail,Obsession Boutique,"Sheraton, Cairo, Egypt",1 month ago,Full Time,Manager · 5+ Yrs of Exp · Operations/Management · Sales/Retail · Fashion· Management· Manager· Fashion· Experience· Retail· sales skills· Sales,
HR Coordinator,ABS,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 5 Yrs of Exp · Human Resources· Human Resources (HR)· Administration· Hr coordinator· Labor Law· HR· Microsoft Office· Payroll· Recruitment· Communication skills,
Senior Odoo Developer,ABS,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Odoo ERP· Computer Science· MySQL· MVC· Programming· Python· Software Development· Software Engineering,
Website Admnistrator & Moderator,Bishop Integrated Solutions,"Glim, Alexandria, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · females_only · Administration · Marketing/PR/Advertising · Media/Journalism/Publishing· media· E-Marketing· Social Media· Administration· Advertising· social media moderation,
UI/UX Designer,Arabia for Information Technology,"Cairo, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· UI· UX· Graphic Design· Design· Web Design· Information Technology (IT)· Software Engineering,
Marketing Specialist,Remax Almohager,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 4+ Yrs of Exp · Marketing/PR/Advertising· Administration· Digital· Digital Marketing· English· Marketing· Business Administration· Google Ads· Communication· Office management,
Branch Administrator,Sigma Scan,"Giza, Egypt",1 month ago,Full Time,Manager · 5+ Yrs of Exp · Administration · Customer Service/Support · Operations/Management· Administration· Customer Care· Customer Service· Sales,
Laboratory Chemist,Sigma Scan,"Giza, Egypt",1 month ago,Full Time,Experienced · 5+ Yrs of Exp · R&D/Science · Medical/Healthcare· Chemistry· Laboratory· quality· Science,
Sales Executive-Ismailia,J&T Express  Lightning,"Ismailia, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Sales/Retail· sales skills· Sales· Sales Target· Logistics· Logistics Sales· Communication· Negotiation· English,
Account Sales,First wood,"Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 5 Yrs of Exp · Manufacturing/Production · Sales/Retail· Sales· Sales Target· Outdoor Sales· Sales Skills,
Financial Controller,Confidential,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Manager · 15 - 20 Yrs of Exp · Accounting/Finance· financial controller· Accounting· analytical· Financial Analysis· Financial Management· Finance· ERP systems· Financial· Leadership,
Senior Administration & Facilities Specialist,Confidential,"6th of October, Giza, Egypt",1 month ago,Full Time,Experienced · 5 - 7 Yrs of Exp · Administration · Installation/Maintenance/Repair · Project/Program Management· Administration· Management· Project Management· Facilities· Admin· Office Management· Microsoft Office,
Graphic Designer / Senior Graphic Designer,3D Diagnostix,"Cairo, Egypt",1 month ago,Full Time - Work From Home,Experienced · 3+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing· Adobe illustrator· Adobe Photoshop· Creative· Design· Graphic· Graphic Design· graphics,
Architectural Supervisor - مشرف معمارى,TIC,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 5+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Installation/Maintenance/Repair· Engineering· Architecture· Civil Engineering· Construction· Electrical Engineering,
Media Buyer / Senior Media Buyer,3D Diagnostix,"Cairo, Egypt",1 month ago,Full Time - Work From Home,Experienced · 4+ Yrs of Exp · Business Development · Marketing/PR/Advertising · Strategy/Consulting· Ads· Buyer· Digital· Digital Marketing· digital media· Google Ads· Marketing,
Account Manager,IMPImagine,"Obour City, Cairo, Egypt",1 month ago,Full Time - Part Time,Entry Level · Marketing/PR/Advertising · Project/Program Management· Account Management· account manger· CRM· Communication· Project Management· Digital Project Management,
محاسب,Sayed Sofee Accounting Office,"Manial, Cairo, Egypt",1 month ago,Full Time,Entry Level · Accounting/Finance· Accounting· Financial Accounting,
Receptionist / Customer Support officer,Sigma Scan,"Dokki, Giza, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Administration · Customer Service/Support· Reception· Customer Service,
Test Center Administrator,Misr University for Science and Technology,"6th of October, Giza, Egypt",1 month ago,Full Time,Entry Level · 0 - 1 Yrs of Exp · Administration · Customer Service/Support· Testing· Customer Service· Education· Customer Care· Communication· Communication skills· excel· Administration,
Secretary,"Al telal company for packing ,suppling and exporting food stuffs","Haram, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Administration· English· Microsoft Office· Communication· Office management· Administration· Microsoft· Secretary· Communication skills,
Accountant,Sigma Scan,"Giza, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · Accounting/Finance· Accounting· Finance· Financial Analysis· Financial Management,
Marketing Supervisor,Sigma Scan,"Giza, Egypt",1 month ago,Full Time,Manager · 7+ Yrs of Exp · Marketing/PR/Advertising · Medical/Healthcare · Sales/Retail· Market Research· Sales· Marketing,
Real Estate Customer Service Agent,Tahiti Real estate,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Entry Level · 0 - 4 Yrs of Exp · Customer Service/Support· Customer Service· Real Estate,
Reliability Engineer,Sukari Gold Mines,"Qusayr, Red Sea, Egypt",1 month ago,Full Time,Experienced · 2 - 4 Yrs of Exp · Engineering - Mechanical/Electrical· MTBF· MTTR· Engineering· Reliability· FMEA· MTTF· RCM· Rework· PMO,
Marketing Representative,Sigma Scan,"Giza, Giza, Egypt",1 month ago,Full Time,Experienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Medical/Healthcare · Sales/Retail· Marketing· sales skills· Sales· Sales Target,
Senior Technical Office Engineer,TIC,"Cairo, Egypt",1 month ago,Full Time,Experienced · 6+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Engineering - Mechanical/Electrical· AutoCAD· Communication· Communication skills· Technical Office· Engineering· Architecture· CAD,
HR Specialist,J&T EXPRESS,"Alexandria, Egypt",1 month ago,Full Time,Entry Level · 0 - 1 Yrs of Exp · Administration · Human Resources· Human Resources (HR)· Personnel· Recruitment· Microsoft Office· Job,
Sales Representative,Cleopatra Stones,"Maadi, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Logistics/Supply Chain · Sales/Retail· Customer Service· Communication· English· MS Office· Presentation Skills· Sales· Sales Target,
Application Support Engineer,justagain,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Support· Help desk· Engineering· Software· ERP Software· English,
Social Media Manager,Pillars,"Zamalek, Cairo, Egypt",1 month ago,Full Time,Manager · 8 - 15 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing· Social Media· Advertising· Branding· Search Engine· Marketing· Creative· Design,
Medical Sales Supervisor,Andalusia Group,"Smouha, Alexandria, Egypt",1 month ago,Full Time,Manager · 3+ Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical· Medical representative· Pharmacy· Medical· Education· Representative· sales skills· Sales,
Application Support Specialist - Alexandria,Andalusia Group,"Smouha, Alexandria, Egypt",1 month ago,Full Time,Experienced · 2 - 3 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Customer Support· Skills· Communication· Customer Service· Management· business,
Students Discipline Officer,Modern American School of Egypt 2000,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · Quality · Education/Teaching· Education· Administration· Microsoft Office· Office Management,
IT Support Specialist,Compuware Technology Solutions,"Cairo, Egypt",1 month ago,Full Time,Experienced · 1 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Information Technology (IT)· Computer Science· Customer Support· IT· Support· Computer Technician· Computer Networking,
Director Of Events Management - Pakistan,Pillars,"Cairo, Egypt",1 month ago,Full Time,Senior Management · 7+ Yrs of Exp · Administration · Operations/Management · Marketing/PR/Advertising· Event Management· Events Organizing· Events Coordination· Communication· Hospitality· Management· Planning,
Property Consultant ( New Cairo & Zayed Branch ),Remax Almohager,"New Cairo, Cairo, Egypt",1 month ago,Part Time,Entry Level · 1 - 3 Yrs of Exp · Sales/Retail· Property Sales· Real Estate Sales· Real Estate· Sales· Sales Target· Sales Field,
Recruitment Specialist,Collars HR,"Dokki, Giza, Egypt",1 month ago,Full Time,Entry Level · 0 - 3 Yrs of Exp · Human Resources· Microsoft Office· Human Resources (HR)· Recruitment· English· Personnel,
Group Pharmacy Director,Confidential,"Cairo, Egypt",1 month ago,Full Time,Senior Management · 10+ Yrs of Exp · Operations/Management · Medical/Healthcare · Pharmaceutical· Management· Pharmaceutical· Pharmacy· Sales· Hospital,
Technical Sales Engineer (Civil or Architecture),BuildIn,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 4 Yrs of Exp · Engineering - Construction/Civil/Architecture · Business Development · Sales/Retail· Civil Engineering· Business Development· Sales· Microsoft Office· Customer Service· Customer Care· Customer Support,
Administrative Assistant,Abou Aly Nurseries,"Agouza, Giza, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · Administration· Administration· Accounting· Agriculture· Microsoft Office· Office management· Bookkeeping· Secretary· MS Office· Computer Skills,
Technical Office Engineer,Confidential,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 5 Yrs of Exp · Creative/Design/Art· Applied Arts· Pricing· Project· Technical Office· Tendering· Technical Office Engineering· Arts· Fine Arts· technical,
CRM Manager,El Nasr Group,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Manager · 7+ Yrs of Exp · Customer Service/Support· CRM· Customer Service· English· sales skills· Sales· Education· Commerse· Communication,
Business Development Engineer,Kandil Egypt,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Business Development · Manufacturing/Production· Production Engineering· Manufacturing Process· Negotiation· Manufacturing· Production· manufacturing technologies,
Public Relations Specialist,Lecico Egypt,"Alexandria, Egypt",1 month ago,Full Time,Entry Level · 0 - 2 Yrs of Exp · males_only · Marketing/PR/Advertising · Media/Journalism/Publishing· Public Relations (PR)· MS Office· Communication· English· Marketing,
Senior Talent Acquisition Specialist ( Mass Hiring),Confidential,"Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Human Resources· Human Resources (HR)· Hiring· Interviewing· Recruitment· Talent· Talent acquisition· Mass Hiring,
Talent Acquisition Leader (Mass Hiring),Confidential,"Cairo, Egypt",1 month ago,Full Time,Manager · 4 - 8 Yrs of Exp · Human Resources · Training/Instructor· Training· Leader· learning· Applicant Tracking· Recruitment· Applicant Tracking Systems· Human Resources (HR)· Interviewing,
Learning & Development Leader,Confidential,"Cairo, Egypt",1 month ago,Full Time,Manager · 5 - 8 Yrs of Exp · Human Resources · Training/Instructor· Training· Leader· learning· Human Resources (HR),
Financial Planning & Analysis Associate,QARA,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 10 Yrs of Exp · Accounting/Finance · Analyst/Research· Finance· Financial Analysis· excel· MBA· Microsoft Excel· Financial· Financial Management· Accounting,
Document Controller,TIC,"Cairo, Egypt",1 month ago,Full Time,Experienced · 5+ Yrs of Exp · Administration · Engineering - Construction/Civil/Architecture · Quality· Communication· Administration· Microsoft Office· Document Control· English· Finishing· Construction,
Telesales English Account Agent,HSE Contractors for CPM Scheduling Consultants,"Dokki, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 5 Yrs of Exp · Customer Service/Support · Sales/Retail· Customer Service· Communication· Call Center· B2B Sales· B2B· Offshore· Sales· sales skills,
Sales Marketing Coordinator,Gblue Egypt,"Downtown, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising· Sales· Online Marketing· Marketing· Sales Target,
Senior Ruby on Rails Developer,FlairsTech,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· Ruby on Rails· Apollo· CSS· React· HTML· Js· vue2· MongoDB,
Wholesales Manager,Confidential,"Obour City, Cairo, Egypt",1 month ago,Full Time,Manager · 8 - 10 Yrs of Exp · Sales/Retail· business· FMCG· Leadership· Management· Negotiation· Sales· Sales Manager· sales skills· Sales Target,
Customer Service Representative,Tiger Med For Medical Agencies,"Cairo, Egypt",1 month ago,Full Time - Part Time,Experienced · 3+ Yrs of Exp · females_only · Customer Service/Support· Customer Service· Customer Care· Customer Support· Call Center· English,
Financial Systems Analyst,Houya Arrow,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 6 Yrs of Exp · Accounting/Finance · Analyst/Research· Accounting· Analysis· Computer Science· Finance· Financial· Financial Analysis· Financial Management· Microsoft Office,
