Job Title,Company Name,Job Location,Job Posted,Jop Type,Job Skill,Job Link 
Plastic Injection - Section Head,El Teriak Industrial Group,"6th of October, Giza, Egypt",1 month ago,Full Time,Manager · 10+ Yrs of Exp · Operations/Management · Manufacturing/Production · Engineering - Mechanical/Electrical· Planning· Business Planning· Operations· Management· Production· Manufacturing· Strategic Planning,
Sales Manager- Dairy Products,Confidential,"Cairo, Egypt",1 month ago,Full Time,Manager · 7 - 15 Yrs of Exp · Business Development · Sales/Retail· Dairy· Dairy Products· Experience· Products· Sales· sales skills· Sales Target· Skills,
Dairy Farm Manager,Confidential,"Beheira, Egypt",1 month ago,Full Time,Manager · 10+ Yrs of Exp · Business Development · Operations/Management· Farming· Operations· Management· Business Development· Accounting· Financial Management· Planning· Dairy,
Customer Service Assistant,Confidential,"New Nozha, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail· Communication· Customer Care· Customer Service· Customer Support· Sales,
Sales Supervisor - Giza,Confidential,"Cairo, Egypt",1 month ago,Full Time,Manager · 5+ Yrs of Exp · Sales/Retail· Sales· Sales Skills· Sales Target· Customer Care· Cosmetics· Communication Skills· Computer Skills· Team management· Customer Service,
Partnerships & Events Coordinator-Intern,Town4One,"Sheikh Zayed, Giza, Egypt",1 month ago,Internship,Student · 0 - 1 Yrs of Exp · Business Development · Marketing/PR/Advertising· Partnerships· Business Development· Sales· Marketing· English· Public Relations· PR· MS Office,
Technical Office Electrical Engineer,Metro electric,"Alexandria, Egypt",1 month ago,Full Time,Entry Level · 0 - 4 Yrs of Exp · Engineering - Mechanical/Electrical· Technical Office Engineering· Electrical Engineering· panel builder,
Light Current Engineer,Consomity,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 4 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical· Consultancy· AutoCAD· Telecommunication· Light Current· Engineering· Technical Office· Electrical Engineering,
Help Desk Specialist,Rehana Group,"Qanater Khairya, Qalubia, Egypt",1 month ago,Full Time,Experienced · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology· Computer Science· Help Desk Specialist· computer· Help desk· Information Technology (IT)· Installation· IT Help Desk,
Senior Sales Executive - Real Estate,First Group,"6th of October, Giza, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Sales/Retail· Real Estate· Sales· Sales Target· sales skills· Communication· Communication skills· Presentations· Presentations skills· Real Estate Sales,
Admin - Office Manager,Consomity,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · females_only · Accounting/Finance · Administration · Business Development· Administration· Admin· Microsoft Office· Office management· Customer Service· Front Office· Front Desk,
Social Media Specialist,iMarket Business Support,"Cairo, Egypt",1 month ago,Full Time,Experienced · 1 - 2 Yrs of Exp · males_preferred · Marketing/PR/Advertising· Social Media· Marketing· Online Marketing,
Data Entry Specialist - 5th Settlement/90 St.,Ulemt,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1+ Yrs of Exp · Accounting/Finance · Administration· Administration· Banking· Data Entry· English· Microsoft Office· Financial,
French Technical Support Representative,Sykes Enterprises,"Maadi, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1+ Yrs of Exp · Customer Service/Support · IT/Software Development· Customer Service· English· french· Technical Support· Customer Support· Customer Care,
Digital Marketing Manager - (Fashion Field),Confidential,"Giza, Giza, Egypt",1 month ago,Full Time,Manager · 5+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Strategy/Consulting· Digital Marketing· E-Marketing· SEM· SEO· Social Media· Marketing· Management,
Customer Support Representative (US & UK Accounts),Fund Ourselves Ltd,"Downtown, Cairo, Egypt",1 month ago,Full Time - Shift Based,Entry Level · 1+ Yrs of Exp · Customer Service/Support· Customer Care· Customer Support· Customer Service· Fixed Weekends· Suitable Hours· English,
Supplier Connectivity & Optimization Specialist,WebBeds,"Nasr City, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 3 Yrs of Exp · Business Development · Analyst/Research · Sales/Retail· ASP.Net Web API· Travel· Technical Analysis· XML· SQL· PowerBI· Technical Account Management,
English Teacher - Foundation Stage -Tanta,Future British International School,"Tanta, Gharbia, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · Education/Teaching· TEFL· Teaching· Education· Kindergarten· KG· ICDL· IGCSE· IELTS· English,
Business Development Specialist (E-Commerce),Amzolute for Amazon Solutions,"6th of October, Giza, Egypt",1 month ago,Full Time - Part Time,Experienced · 2+ Yrs of Exp · Business Development · Sales/Retail· Business Development· E-Commerce· Marketing· Network· amazon· noon· Sales· Microsoft Office,
Collection Specialist,Guardian Glass,"10th of Ramadan City, Sharqia, Egypt",1 month ago,Full Time,Experienced · 2 - 5 Yrs of Exp · Accounting/Finance · Customer Service/Support · Manufacturing/Production· Collection· Accounts Receivable· getPAID· Accounting· English· Finance,
HSE Engineer(Work Location 10th of Ramadan City),Guardian Glass,"10th of Ramadan City, Sharqia, Egypt",1 month ago,Full Time,Experienced · 3 - 7 Yrs of Exp · R&D/Science · Quality · Engineering - Other· OSHA· IOSH· NEBOSH· HSE· ISO· Quality Control· Safety,
Market Research Analyst,Guardian Glass,"10th of Ramadan City, Sharqia, Egypt",1 month ago,Full Time,"Experienced · 3 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Marketing/PR/Advertising· ""quantitative""· Data Analysis· Analysis· qualitative· E-Marketing· English· Market Research· B2B",
Specialists ( Fresh Graduate ),Misr Insurance Co,"Giza, Egypt",1 month ago,Full Time,Entry Level · 0 - 3 Yrs of Exp · Accounting/Finance · Human Resources · Marketing/PR/Advertising· insurance· Human Resources (HR)· Talent acquisition· Talent management· Emarketing· Accounting· Finance,
Specialists,Misr Insurance Co,"Giza, Egypt",1 month ago,Full Time,Experienced · 1 - 7 Yrs of Exp · Accounting/Finance · Human Resources · Marketing/PR/Advertising· Marketing· Medical Insurance· insurance· Accounting· Finance· Human Resources (HR)· Talent acquisition,
Engineers,Misr Insurance Co,"Giza, Egypt",1 month ago,Full Time,Entry Level · 0 - 3 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering - Other· Electrical Engineering· Communication Engineering· computer system engineering· Engineering,
Sales Manager - Real Estate,Petra Properties,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Manager · 4+ Yrs of Exp · Operations/Management · Sales/Retail· Real Estate· Sales· Sales Target· English· Sales Team Leader· Team Leadership· MS Office· CRM,
Property Consultant / Sales - Real Estate,Petra Properties,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · Sales/Retail· Real Estate· Sales· sales skills· Sales Target· Negotiation· Skills· CRM· Communication skills· English,
Science Teacher-Tanta,Future British International School,"Gharbia, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · R&D/Science · Education/Teaching· Physics· Teaching· Education· TEFL· ILTS· ICDL· Science,
ICT (Computer) Teacher - Tanta,Future British International School,"Tanta, Gharbia, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · IT/Software Development · Education/Teaching· Teaching· Education· TEFL· Computer· ICDL· Information Technology (IT)· ICT· IELTS,
Math Teacher- Tanta,Future British International School,"Tanta, Gharbia, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · Education/Teaching· TEFL· Teaching· Education· Math· Mathematics· ICDL· IELTS· English· Math Teacher,
Graphic Designer,Clinica Joelle,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · Creative/Design/Art· Creative· Visuals· Marketing· Photography· Videography· Video Editing· Content Creation· Graphic Design· Adobe illustrator,
Guest Relations Executive,Clinica Joelle,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 3+ Yrs of Exp · Customer Service/Support · Hospitality/Hotels/Food Services · Marketing/PR/Advertising· Customer Service· Customer Support· Customer Care· Hospitality· Clinic Management· Guest Satisfaction· Hotel Management,
Senior Media Buyer,Semak,"Dokki, Giza, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Purchasing/Procurement· Media Buying· Marketing· Digital Marketing· Online Marketing· Social Media· buying· English,
Sales Account Executive,florentine foods,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 10 Yrs of Exp · Hospitality/Hotels/Food Services · Operations/Management · Sales/Retail· B2B· Sales· Account executive· B2C· Sales Target· English· Communication,
Sales & Service Enrollment Agent,A Financial,"New York City, United States",1 month ago,Full Time - Work From Home,Entry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail· Call Center· Customer Care· Customer Support· Customer· Customer Service· Service· Sales· sales skills,
VOIS - Customer Service Agent -Vodafone Ireland (Work from Home ) (Non Cairo Residents Only),_VOIS Egypt,"Cairo, Egypt",1 month ago,Full Time - Shift Based - Work From Home,Entry Level · 0 - 6 Yrs of Exp · Customer Service/Support· Call Center· Customer Service· Customer Care· Customer Support· English,
Senior QA Manual Tester,FlairsTech,"Maadi, Cairo, Egypt",1 month ago,Full Time,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology· Quality Control· Sales Force· QuickBooks· CRM Dynamics 365· Sage 300· Microsoft Dynamics Great Plains· SAP Concour,
Network & Security Operations Engineer,Fawry Banking & Payment Technology Services,"Smart Village, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology· Computer Science· Engineering· Computer Engineering· Firewalls· Fortinet· Cisco ASA· F5,
Real Estate Sales Specialist - Property Consultant,Upwyde,"Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Sales/Retail· sales skills· Sales· Sales Target· Experience· Real Estate· Communication· Presentation· Negotiation,
HR Recruitment Specialist - Real Estate,Homes New Life,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Experienced · 2 - 4 Yrs of Exp · females_only · Human Resources· Human Resources (HR)· Microsoft Office· Real Estate· Recruitment· Personnel· English· HR,
Sales Agent,Alca,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1+ Yrs of Exp · Sales/Retail· Sales· sales skills· Sales Target,
Receptionist (Call Center),Alca,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Entry Level · 1 - 1 Yrs of Exp · Administration · Customer Service/Support· Customer Care· Customer Service· Customer Support· Call Center· Administration· receptionist,
Senior Accountant,Confidential,"Zamalek, Cairo, Egypt",1 month ago,Full Time,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance· Accounting· Finance· Financial Management· Communication· Credit· Financial Analysis· English,
Architect,Alca,"Heliopolis, Cairo, Egypt",1 month ago,Full Time,Experienced · 4 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture· Architecture· Engineering· Real Estate· Construction Engineering,
Export Specialist,Grand Plast,"khanka, Qalubia, Egypt",1 month ago,Full Time,Manager · 7+ Yrs of Exp · Logistics/Supply Chain· Logistics· Supply· Supply Chain· Export· English,
Growth Hacker,LyRise,"Cairo, Egypt",1 month ago,Full Time - Work From Home,Entry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing· analytical· Digital Marketing· Growth· Marketing· Social Media· SEO,
Wordpress Developer,Virtual Worker Now,"Cairo, Egypt",1 month ago,Full Time - Shift Based - Work From Home,Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· PHP· WordPress· Computer Science· HTML· CSS· JavaScript· Information Technology (IT)· Computer Engineering,
Social Media Specialist,New World Group,"Alexandria, Egypt",1 month ago,Full Time,Experienced · 2+ Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing· E-Marketing· Marketing· Social Media· Management· Communication,
Quality Analyst,Sutherland,"New Cairo, Cairo, Egypt",1 month ago,Full Time,Experienced · 4+ Yrs of Exp · Quality · Analyst/Research· Quality Assurance· Quality Control· Quality· Quality Management· Microsoft Excel· English,
Front-end Developer(React),YDS yasar digital services,"Sheikh Zayed, Giza, Egypt",1 month ago,Full Time,Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology· JavaScript· RESTful· Git· Information Technology (IT)· React· RESTful APIs· Software Development· Computer Science,
